1,0,5.0,-1,25,15,6,0,11,1,0,113,0,200,0,5,0.0,1,2018,0,100,1871,203,0,506,628,15,35,0
2,0,5.0,-1,2,3,0,1,12,1,0,165,0,400,0,5,5.0,1,2022,1,100,11,28,0,223,2211,13,3,0
3,0,4.97,-1,33,26,8,1,9,0,0,242,0,0,0,2,4.902272727272727,0,2020,0,100,53,288,0,491,536,1,39,0
4,0,5.0,-1,28,18,6,0,11,1,0,134,0,0,0,6,0.0,1,2021,1,100,766,425,0,724,1451,15,41,0
5,0,5.0,-1,6,10,1,0,10,1,0,115,0,200,0,5,0.0,1,2022,0,100,1871,33,0,301,628,1,8,0
6,0,0,-1,0,1,3,1,8,0,0,86,0,200,0,1,4.935294117647059,1,2017,13,100,22,122,0,535,3823,14,1,0
7,0,5.0,-1,23,15,0,0,19,1,0,202,0,200,0,5,5.0,1,2022,3,100,651,165,0,392,2120,13,26,0
8,0,4.97,-1,30,18,8,0,12,0,0,114,0,200,0,5,0.0,0,2022,0,100,1871,124,0,471,628,13,32,0
9,0,5.0,-1,21,14,2,1,17,0,0,450,1,350,0,2,5.0,0,2017,0,100,74,162,0,530,720,12,26,0
10,0,0,-1,0,4,3,0,12,1,0,113,0,200,0,5,0.0,1,2022,0,100,1871,2,0,207,628,13,1,0
11,0,5.0,-1,13,13,4,1,10,1,0,357,1,150,0,10,5.0,0,2022,0,99,551,175,0,470,2607,12,15,0
12,0,5.0,-1,13,21,4,1,2,4,0,156,0,200,0,5,4.9000910125142205,1,2015,0,100,5246,157,0,326,1571,6,19,0
13,0,5.0,-1,1,2,3,2,5,4,0,51,0,200,0,2,0.0,1,2022,0,100,3,36,0,251,416,7,3,0
14,0,5.0,-1,11,10,3,0,11,0,0,111,0,200,1,5,0.0,0,2022,0,100,1871,48,0,371,628,13,16,0
15,0,0,-1,0,15,4,1,22,0,0,58,0,250,0,5,0.0,1,2020,0,0,0,4,0,217,232,12,0,0
16,0,0,-1,0,1,0,1,7,4,0,91,0,200,0,2,0.0,1,2018,0,0,2,14,0,384,2028,14,0,0
17,0,5.0,-1,28,27,6,1,16,1,0,194,1,200,0,8,5.0,1,2021,1,100,205,198,0,367,2393,13,30,0
18,0,5.0,-1,1,5,2,0,11,0,0,101,0,200,0,2,0.0,1,2022,0,100,4,7,0,201,263,0,2,0
19,0,5.0,-1,1,2,1,1,5,4,0,66,0,0,0,1,0.0,1,2018,0,100,1,60,0,337,355,0,1,0
20,0,4.93,-1,58,24,10,0,30,1,0,407,0,0,1,5,4.900073163383879,1,2020,0,99,92623,383,0,0,0,0,79,0
21,0,5.0,-1,23,14,3,0,13,1,0,106,0,200,0,5,0.0,1,2021,2,99,4410,140,0,512,689,10,30,0
22,0,4.94,-1,17,13,4,0,10,1,0,107,0,200,0,5,0.0,1,2021,2,99,4410,169,0,491,689,11,29,0
23,0,4.99,-1,104,42,14,0,20,0,0,246,0,100,1,5,0.0,1,2020,8,99,6617,1690,0,1034,1206,12,116,0
24,0,4.88,-1,8,9,3,0,13,1,0,106,0,200,0,5,0.0,1,2021,2,99,4410,88,0,357,689,11,13,0
25,0,5.0,-1,17,16,4,1,13,1,0,404,0,200,0,7,0.0,0,2021,0,100,257,60,0,339,1967,15,28,0
26,0,0,-1,0,6,1,0,13,0,0,56,0,200,0,1,5.0,0,2022,1,100,12,0,0,200,1724,0,0,0
27,0,4.86,-1,84,23,10,0,20,1,0,255,0,100,1,5,0.0,0,2020,8,99,6617,624,0,923,1206,10,105,0
28,0,4.98,-1,50,30,7,1,5,0,0,212,0,0,2,1,0.0,1,2021,4,98,94,209,0,530,567,6,57,0
